time,conductivity,humidity,nitrogen,phosphorus,potassium,pH,temperature
2025-10-15T12:55:44.952982+05:30,0,0.0,0,0,0,5.7,26.4
2025-10-15T12:55:53.109239+05:30,0,0.0,0,0,0,5.9,26.2
2025-10-15T12:56:01.115906+05:30,0,0.0,0,0,0,5.8,25.2
2025-10-15T12:56:09.286544+05:30,0,0.0,0,0,0,5.9,25.3
2025-10-15T12:56:17.487728+05:30,0,0.0,0,0,0,5.8,25.3
2025-10-15T12:56:25.682523+05:30,0,2.1,0,0,0,5.8,26.4
2025-10-15T12:56:34.065598+05:30,0,0.0,0,0,0,5.9,25.3
2025-10-15T12:56:42.462911+05:30,0,0.0,0,0,0,5.8,26.5
2025-10-15T12:56:50.871729+05:30,0,2.1,0,0,0,5.8,25.4
2025-10-15T12:56:59.056273+05:30,0,0.0,0,0,0,5.7,25.4
2025-10-15T12:57:07.038598+05:30,0,0.0,0,0,0,5.8,25.4
2025-10-15T12:57:15.238972+05:30,0,0.0,0,0,0,5.7,25.4
2025-10-15T12:57:23.440788+05:30,0,0.0,0,0,0,5.8,25.4
2025-10-15T12:57:31.636413+05:30,0,0.0,0,0,0,5.7,26.5
2025-10-15T12:57:39.650433+05:30,0,0.0,0,0,0,5.6,26.4
2025-10-15T12:57:49.028059+05:30,0,2.1,0,0,0,5.7,25.3
2025-10-15T12:57:57.007089+05:30,0,0.0,0,0,0,5.7,25.4
2025-10-15T12:58:05.014736+05:30,0,0.0,0,0,0,5.8,25.4
2025-10-15T12:58:12.982031+05:30,0,0.0,0,0,0,5.6,25.4
2025-10-15T12:58:21.585437+05:30,0,0.0,0,0,0,5.5,25.4
2025-10-15T12:58:29.804944+05:30,0,2.1,0,0,0,5.7,25.4
2025-10-15T12:58:37.770800+05:30,0,0.0,0,0,0,5.7,26.4
2025-10-15T12:58:45.958732+05:30,0,0.0,0,0,0,5.5,26.5
2025-10-15T12:58:54.353235+05:30,0,0.0,0,0,0,5.8,25.3
2025-10-15T12:59:02.555322+05:30,0,0.0,0,0,0,5.5,25.2
2025-10-15T12:59:10.575179+05:30,0,2.1,0,0,0,5.6,25.2
2025-10-15T12:59:18.531434+05:30,0,2.1,0,0,0,5.5,25.2
2025-10-15T12:59:26.709316+05:30,0,0.0,0,0,0,5.4,25.3
2025-10-15T12:59:34.905687+05:30,0,0.0,0,0,0,5.4,25.2
2025-10-15T12:59:42.987465+05:30,0,0.0,0,0,0,5.9,26.3
2025-10-15T12:59:51.092149+05:30,0,0.0,0,0,0,5.4,26.4
2025-10-15T13:00:00.156544+05:30,0,0.0,0,0,0,5.8,25.3
2025-10-15T13:00:08.281359+05:30,0,2.1,0,0,0,5.6,25.3
2025-10-15T13:00:18.199756+05:30,0,0.0,0,0,0,5.6,25.3
2025-10-15T13:00:27.266323+05:30,0,2.1,0,0,0,5.8,26.5
2025-10-15T13:00:35.249257+05:30,0,0.0,0,0,0,5.3,25.4
2025-10-15T13:00:43.328933+05:30,0,2.1,0,0,0,5.7,26.4
2025-10-15T13:00:51.731438+05:30,0,2.1,0,0,0,5.4,25.2
2025-10-15T13:01:00.167694+05:30,0,0.0,0,0,0,5.3,25.2
2025-10-15T13:01:08.294452+05:30,0,0.0,0,0,0,5.6,25.2
2025-10-15T13:01:16.285359+05:30,0,0.0,0,0,0,5.7,26.3
2025-10-15T13:01:24.581261+05:30,0,2.1,0,0,0,5.5,25.2
2025-10-15T13:01:32.663076+05:30,0,2.1,0,0,0,5.5,26.3
2025-10-15T13:01:41.113557+05:30,0,2.1,0,0,0,5.3,25.2
2025-10-15T13:01:49.059016+05:30,0,2.1,0,0,0,5.3,25.2
2025-10-15T13:01:57.246970+05:30,0,0.0,0,0,0,5.4,25.2
2025-10-15T13:02:05.868001+05:30,0,0.0,0,0,0,5.7,25.5
2025-10-15T13:02:13.823880+05:30,0,2.1,0,0,0,5.5,25.2
2025-10-15T13:02:22.286987+05:30,0,2.1,0,0,0,5.6,26.2
2025-10-15T13:02:30.477040+05:30,0,0.0,0,0,0,5.6,25.1
2025-10-15T13:02:38.401311+05:30,0,2.2,0,0,0,5.4,25.1
2025-10-15T13:02:46.625740+05:30,0,0.0,0,0,0,5.5,26.2
2025-10-15T13:02:54.782332+05:30,0,0.0,0,0,0,5.4,25.0
2025-10-15T13:03:02.779076+05:30,0,0.0,0,0,0,5.4,26.1
2025-10-15T13:03:11.019903+05:30,0,0.0,0,0,0,5.3,25.0
2025-10-15T13:03:19.168188+05:30,0,0.0,0,0,0,5.6,25.0
2025-10-15T13:03:27.381941+05:30,0,17.6,0,0,0,8.8,25.0
2025-10-15T13:03:35.347083+05:30,0,18.6,0,0,0,7.8,24.9
2025-10-15T13:03:43.329506+05:30,0,17.8,0,0,0,6.7,24.7
2025-10-15T13:03:51.969395+05:30,0,17.9,0,0,0,7.2,24.5
2025-10-15T13:04:00.372674+05:30,0,17.9,0,0,0,7.0,24.4
2025-10-15T13:04:08.422765+05:30,0,17.9,0,0,0,7.0,24.3
2025-10-15T13:04:16.812150+05:30,0,17.9,0,0,0,7.0,24.2
2025-10-15T13:04:24.706592+05:30,0,3.4,0,0,0,8.9,24.4
2025-10-15T13:06:59.959931+05:30,0,3.1,0,0,0,6.1,23.4
2025-10-15T13:07:08.133787+05:30,0,3.1,0,0,0,5.7,23.4
2025-10-15T13:07:16.312489+05:30,55,26.3,0,0,0,6.4,23.4
2025-10-15T13:07:24.315195+05:30,57,25.0,0,0,0,6.9,23.3
2025-10-15T13:07:32.489061+05:30,82,27.2,0,0,0,9.0,23.4
2025-10-15T13:07:40.717546+05:30,92,27.1,0,1,0,8.5,23.5
2025-10-15T13:07:48.894193+05:30,90,27.5,0,0,0,8.0,23.6
2025-10-15T13:07:57.514968+05:30,91,27.5,0,1,0,7.7,23.6
2025-10-15T13:08:05.668267+05:30,92,27.5,0,1,0,7.5,23.6
2025-10-15T13:08:13.665185+05:30,92,27.5,0,1,0,7.4,23.6
2025-10-15T13:08:21.855035+05:30,93,27.5,0,2,0,7.3,23.6
2025-10-15T13:08:30.659201+05:30,94,27.4,0,2,0,7.2,23.6
2025-10-15T13:08:39.072746+05:30,94,27.4,0,2,0,7.1,23.6
2025-10-15T13:08:47.264419+05:30,94,27.4,0,2,0,7.1,23.6
2025-10-15T13:08:55.236178+05:30,95,27.4,0,3,0,7.0,23.6
2025-10-15T13:09:03.628533+05:30,95,27.4,0,3,0,7.0,23.6
2025-10-15T13:09:11.835733+05:30,95,27.4,0,3,0,6.9,23.6
2025-10-15T13:09:19.811189+05:30,95,27.4,0,3,0,6.9,23.6
2025-10-15T13:09:27.800348+05:30,95,27.4,0,3,0,6.9,23.6
2025-10-15T13:09:35.994251+05:30,96,27.4,0,3,0,6.8,23.6
2025-10-15T13:09:44.184097+05:30,96,27.4,0,3,0,6.8,23.6
2025-10-15T13:09:52.509958+05:30,96,27.4,0,3,0,6.8,23.6
2025-10-15T13:10:00.780078+05:30,96,27.4,0,3,0,6.7,23.6
2025-10-15T13:10:09.211669+05:30,96,27.3,0,3,0,6.7,23.6
2025-10-15T13:10:17.168400+05:30,96,27.3,0,3,0,6.7,23.6
2025-10-15T13:10:24.963375+05:30,96,27.3,0,3,0,6.7,23.6
2025-10-15T13:10:33.148131+05:30,96,27.2,0,3,0,6.6,23.5
2025-10-15T13:10:41.180296+05:30,96,27.2,0,3,0,6.6,23.5
2025-10-15T13:10:49.325500+05:30,96,27.2,0,3,0,6.5,23.5
2025-10-15T13:10:57.511468+05:30,96,27.2,0,3,0,6.6,23.5
2025-10-15T13:11:05.738031+05:30,95,27.2,0,3,0,6.5,23.5
2025-10-15T13:11:14.172809+05:30,95,27.2,0,3,0,6.2,23.5
2025-10-15T13:11:22.289117+05:30,95,27.2,0,3,0,6.4,23.5
2025-10-15T13:11:30.330100+05:30,95,27.2,0,3,0,6.5,23.5
2025-10-15T13:11:38.487985+05:30,95,27.2,0,3,0,6.4,23.5
2025-10-15T13:11:46.465215+05:30,95,27.1,0,3,0,6.4,23.4
2025-10-15T13:11:54.652305+05:30,95,27.1,0,3,0,6.4,23.4
2025-10-15T13:12:02.857988+05:30,95,27.1,0,3,0,6.4,23.4
2025-10-15T13:12:10.819567+05:30,95,27.0,0,3,0,6.4,23.4
2025-10-15T13:12:19.233578+05:30,95,27.0,0,3,0,6.4,23.4
2025-10-15T13:12:27.423607+05:30,95,27.0,0,3,0,6.3,23.4
2025-10-15T13:12:35.395921+05:30,94,27.0,0,2,0,6.3,23.4
2025-10-15T13:12:43.599688+05:30,94,26.9,0,2,0,6.3,23.4
2025-10-15T13:12:52.007142+05:30,94,26.9,0,2,0,6.3,23.4
2025-10-15T13:13:00.224836+05:30,94,26.8,0,2,0,6.6,23.4
2025-10-15T13:13:08.201192+05:30,93,26.8,0,2,0,6.3,23.4
2025-10-15T13:13:16.353146+05:30,92,26.7,0,1,0,6.3,23.4
2025-10-15T13:13:24.540730+05:30,92,26.7,0,1,0,6.4,23.4
2025-10-15T13:13:33.491321+05:30,92,26.7,0,1,0,6.3,23.4
2025-10-15T13:13:41.741331+05:30,89,26.4,0,0,0,6.4,23.3
2025-10-15T13:13:49.747654+05:30,80,26.1,0,0,0,5.9,23.4
2025-10-15T13:13:57.922663+05:30,84,26.3,0,0,0,6.3,23.3
2025-10-15T13:14:06.129452+05:30,84,26.2,0,0,0,6.3,23.3
2025-10-15T13:14:14.142981+05:30,83,26.2,0,0,0,6.2,23.3
2025-10-15T13:14:22.303831+05:30,83,26.2,0,0,0,6.2,23.3
2025-10-15T13:14:30.707665+05:30,83,26.1,0,0,0,6.2,23.3
2025-10-15T13:14:38.684983+05:30,83,26.1,0,0,0,6.2,23.3
2025-10-15T13:14:46.682308+05:30,82,26.1,0,0,0,6.3,23.3
2025-10-15T13:14:54.863251+05:30,80,26.1,0,0,0,6.2,23.3
2025-10-15T13:15:02.862814+05:30,77,25.9,0,0,0,6.3,23.3
2025-10-15T13:15:10.848350+05:30,76,25.9,0,0,0,6.0,23.2
2025-10-15T13:15:19.037491+05:30,76,25.9,0,0,0,6.0,23.2
2025-10-15T13:15:27.030130+05:30,75,25.9,0,0,0,5.9,23.2
2025-10-15T13:15:35.207579+05:30,75,25.8,0,0,0,6.1,23.2
2025-10-15T13:15:43.204641+05:30,75,25.8,0,0,0,6.1,23.2
2025-10-15T13:15:51.228211+05:30,74,25.7,0,0,0,6.0,23.2
2025-10-15T13:15:59.186753+05:30,74,25.7,0,0,0,6.0,23.2
2025-10-15T13:16:07.250202+05:30,74,25.7,0,0,0,6.0,23.2
2025-10-15T13:16:15.371570+05:30,73,25.7,0,0,0,6.0,23.2
2025-10-15T13:16:23.352525+05:30,72,25.7,0,0,0,6.0,23.2
2025-10-15T13:16:31.532984+05:30,71,25.6,0,0,0,6.0,23.2
2025-10-15T13:16:39.934149+05:30,70,25.6,0,0,0,6.0,23.1
2025-10-15T13:16:48.137697+05:30,70,25.6,0,0,0,6.0,23.1
2025-10-15T13:16:56.108763+05:30,70,25.5,0,0,0,6.0,23.1
2025-10-15T13:17:04.113970+05:30,69,25.5,0,0,0,6.0,23.1
2025-10-15T13:17:12.085982+05:30,69,25.5,0,0,0,6.0,23.1
2025-10-15T13:17:20.581114+05:30,68,25.5,0,0,0,6.0,23.1
2025-10-15T13:17:28.668205+05:30,68,25.5,0,0,0,5.9,23.1
2025-10-15T13:17:36.654815+05:30,68,25.5,0,0,0,5.9,23.1
2025-10-15T13:17:45.047414+05:30,68,25.4,0,0,0,5.9,23.0
2025-10-15T13:17:53.062749+05:30,67,25.5,0,0,0,6.0,23.0
2025-10-15T13:18:01.078169+05:30,67,25.4,0,0,0,5.9,23.0
2025-10-15T13:18:09.235201+05:30,67,25.4,0,0,0,5.9,23.0
2025-10-15T13:18:17.223090+05:30,67,25.3,0,0,0,5.9,23.0
2025-10-15T13:18:25.607336+05:30,66,25.3,0,0,0,5.9,23.0
2025-10-15T13:18:33.798673+05:30,66,25.3,0,0,0,5.9,23.0
2025-10-15T13:18:42.008968+05:30,66,25.3,0,0,0,5.8,23.0
2025-10-15T13:18:50.416869+05:30,66,25.3,0,0,0,5.8,23.0
2025-10-15T13:18:58.384793+05:30,64,25.3,0,0,0,5.9,23.0
2025-10-15T13:19:06.377228+05:30,64,25.2,0,0,0,5.8,23.0
2025-10-15T13:19:14.556138+05:30,64,25.2,0,0,0,5.8,23.0
2025-10-15T13:19:22.742656+05:30,64,25.2,0,0,0,5.8,22.9
2025-10-15T13:19:30.835111+05:30,63,25.2,0,0,0,5.8,22.9
2025-10-15T13:19:38.729421+05:30,63,25.2,0,0,0,5.8,22.9
2025-10-15T13:19:46.721178+05:30,63,25.2,0,0,0,5.8,22.9
2025-10-15T13:19:55.123708+05:30,61,25.1,0,0,0,6.2,22.9
2025-10-15T13:20:03.329086+05:30,61,25.1,0,0,0,6.0,22.9
2025-10-15T13:20:11.491656+05:30,58,25.2,0,0,0,6.2,22.8
